id,recording,upload_date,vol,cont,quality,stage,annotator_name,start_1,end_1,start_2,end_2,comments,start_3,end_3,start_4,end_4,start_5,end_5,start_6,end_6,start_7,end_7,start_8,end_8,start_9,end_9,start_10,end_10,start_11,end_11,start_12,end_12,start_13,end_13,start_14,end_14,start_15,end_15,start_16,end_16,start_17,end_17,start_18,end_18,start_19,end_19,start_20,end_20,start_21,end_21
Y5eS0NFkNCPdRy7EFiTvm5QJ4qO2,cough-heavy_v2,20200803,y,y,clean_audio,cough-heavy,Rohit Kumar,1.151,1.496,1.716,2.176,,3.091,3.762,4.682,5.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y5eS0NFkNCPdRy7EFiTvm5QJ4qO2,cough-shallow_v2,20200803,y,y,clean_audio,cough-shallow,Rohit Kumar,1.07,1.378,1.715,2.026,,2.456,2.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y5eS0NFkNCPdRy7EFiTvm5QJ4qO2,vowel-o_v2,20200803,y,y,clean_audio,vowel-o,Rohit Kumar,0.91,5.875,6.354,7.122,,7.51,12.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y5eS0NFkNCPdRy7EFiTvm5QJ4qO2,breathing-shallow_v2,20200803,y,y,clean_audio,breathing-shallow,Rohit Kumar,0.873,2.165,2.345,3.524,,3.712,4.816,5.056,6.341,6.498,7.835,8.023,9.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y5eS0NFkNCPdRy7EFiTvm5QJ4qO2,breathing-deep_v2,20200803,y,y,clean_audio,breathing-deep,Rohit Kumar,0.845,2.832,3.224,5.271,,5.713,6.776,6.997,7.951,8.272,9.285,9.416,10.279,10.61,11.473,11.613,12.456,,,,,,,,,,,,,,,,,,,,,,,,,,
Y5eS0NFkNCPdRy7EFiTvm5QJ4qO2,counting-fast_v2,20200803,y,y,clean_audio,counting-fast,Rohit Kumar,0.675,7.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y5eS0NFkNCPdRy7EFiTvm5QJ4qO2,counting-normal_v2,20200803,y,y,clean_audio,counting-normal,Rohit Kumar,0.944,14.847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y5eS0NFkNCPdRy7EFiTvm5QJ4qO2,vowel-a_v2,20200803,y,y,clean_audio,vowel-a,Rohit Kumar,1.033,5.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y635Ri3QFMcOKC0ckXgW2r0xJ422,vowel-o_v2,20200820,y,y,clean_audio,vowel-o,Rohit Kumar,1.173,10.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y635Ri3QFMcOKC0ckXgW2r0xJ422,breathing-shallow_v2,20200820,y,y,clean_audio,breathing-shallow,Rohit Kumar,1.037,2.865,3.154,3.974,,4.142,5.009,5.242,6.025,6.174,7.013,7.349,8.356,8.505,9.409,9.717,10.733,10.948,11.889,,,,,,,,,,,,,,,,,,,,,,,,
Y635Ri3QFMcOKC0ckXgW2r0xJ422,breathing-deep_v2,20200820,y,y,clean_audio,breathing-deep,Rohit Kumar,0.29,3.632,4.293,7.831,,9.064,10.547,11.262,12.674,13.8,15.39,15.962,17.642,18.499,20.054,21.055,22.395,,,,,,,,,,,,,,,,,,,,,,,,,,
Y635Ri3QFMcOKC0ckXgW2r0xJ422,cough-heavy_v2,20200820,y,y,clean_audio,cough-heavy,Rohit Kumar,0.193,1.223,1.531,1.951,,2.663,3.607,4.107,5.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y635Ri3QFMcOKC0ckXgW2r0xJ422,vowel-e_v2,20200820,y,y,clean_audio,vowel-e,Rohit Kumar,1.392,13.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y635Ri3QFMcOKC0ckXgW2r0xJ422,counting-fast_v2,20200820,y,y,clean_audio,counting-fast,Rohit Kumar,0.872,8.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y635Ri3QFMcOKC0ckXgW2r0xJ422,counting-normal_v2,20200820,y,y,clean_audio,counting-normal,Rohit Kumar,0.877,14.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y635Ri3QFMcOKC0ckXgW2r0xJ422,vowel-a_v2,20200820,y,y,clean_audio,vowel-a,Rohit Kumar,1.855,12.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y635Ri3QFMcOKC0ckXgW2r0xJ422,cough-shallow_v2,20200820,y,y,clean_audio,cough-shallow,Rohit Kumar,0.547,2.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YHHZYBxPHsUWYITjtMRAixs3DX42,breathing-deep_v2,20200820,y,y,clean_audio,breathing-deep,Rohit Kumar,1.142,3.346,3.619,7.414,,9.232,11.118,11.777,15.482,16.891,19.05,23.89,25.958,26.708,29.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YHHZYBxPHsUWYITjtMRAixs3DX42,counting-fast_v2,20200820,y,y,clean_audio,counting-fast,Rohit Kumar,0.812,4.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YHHZYBxPHsUWYITjtMRAixs3DX42,counting-normal_v2,20200820,y,y,clean_audio,counting-normal,Rohit Kumar,0.935,12.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YHHZYBxPHsUWYITjtMRAixs3DX42,vowel-o_v2,20200820,y,y,bad_audio,vowel-o,Rohit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YHHZYBxPHsUWYITjtMRAixs3DX42,breathing-shallow_v2,20200820,y,y,clean_audio,breathing-shallow,Rohit Kumar,0.771,3.429,3.842,5.217,,7.062,8.472,10.191,11.417,12.975,14.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YHHZYBxPHsUWYITjtMRAixs3DX42,cough-heavy_v2,20200820,y,y,clean_audio,cough-heavy,Rohit Kumar,1.587,1.731,1.886,2.629,,3.321,4.049,5.46,6.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YHHZYBxPHsUWYITjtMRAixs3DX42,vowel-e_v2,20200820,y,y,clean_audio,vowel-e,Rohit Kumar,1.201,3.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YHHZYBxPHsUWYITjtMRAixs3DX42,vowel-a_v2,20200820,y,y,bad_audio,vowel-a,Rohit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YHHZYBxPHsUWYITjtMRAixs3DX42,cough-shallow_v2,20200820,y,y,clean_audio,cough-shallow,Rohit Kumar,1.109,2.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLjbjcoMy1bCh25iChGjXXTc8RK2,vowel-a_v2,20200525,y,y,bad_audio,vowel-a,Rohit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLjbjcoMy1bCh25iChGjXXTc8RK2,cough-shallow_v2,20200525,y,y,bad_audio,cough-shallow,Rohit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLjbjcoMy1bCh25iChGjXXTc8RK2,vowel-e_v2,20200525,y,y,bad_audio,vowel-e,Rohit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLjbjcoMy1bCh25iChGjXXTc8RK2,vowel-o_v2,20200525,y,y,bad_audio,vowel-o,Rohit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLjbjcoMy1bCh25iChGjXXTc8RK2,breathing-shallow_v2,20200525,y,y,clean_audio,breathing-shallow,Rohit Kumar,7.288,7.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLjbjcoMy1bCh25iChGjXXTc8RK2,breathing-deep_v2,20200525,y,y,bad_audio,breathing-deep,Rohit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLjbjcoMy1bCh25iChGjXXTc8RK2,cough-heavy_v2,20200525,y,y,bad_audio,cough-heavy,Rohit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLjbjcoMy1bCh25iChGjXXTc8RK2,counting-fast_v2,20200525,y,y,bad_audio,counting-fast,Rohit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLjbjcoMy1bCh25iChGjXXTc8RK2,counting-normal_v2,20200525,y,y,bad_audio,counting-normal,Rohit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YPqxeCMKNuMVhEg9xQPA4hD8dQC2,counting-fast_v2,20200707,y,y,clean_audio,counting-fast,Rohit Kumar,0.471,1.355,1.484,3.795,,3.897,5.563,5.678,8.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YPqxeCMKNuMVhEg9xQPA4hD8dQC2,counting-normal_v2,20200707,y,y,clean_audio,counting-normal,Rohit Kumar,1.031,1.437,1.704,2.135,,2.528,3.023,3.569,14.432,14.8,16.589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YPqxeCMKNuMVhEg9xQPA4hD8dQC2,vowel-o_v2,20200707,y,y,clean_audio,vowel-o,Rohit Kumar,0.942,3.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YPqxeCMKNuMVhEg9xQPA4hD8dQC2,breathing-shallow_v2,20200707,y,y,clean_audio,breathing-shallow,Rohit Kumar,1.693,2.497,2.635,3.141,,3.251,3.605,3.72,4.18,4.281,4.745,4.823,5.292,5.416,5.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YPqxeCMKNuMVhEg9xQPA4hD8dQC2,breathing-deep_v2,20200707,y,y,clean_audio,breathing-deep,Rohit Kumar,0.742,2.424,2.503,4.091,,4.285,5.198,5.262,5.888,6.003,6.843,7.641,8.54,8.64,9.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YPqxeCMKNuMVhEg9xQPA4hD8dQC2,cough-heavy_v2,20200707,y,y,clean_audio,cough-heavy,Rohit Kumar,0.539,1.001,1.126,1.479,,1.764,2.06,2.368,2.841,3.089,3.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YPqxeCMKNuMVhEg9xQPA4hD8dQC2,vowel-e_v2,20200707,y,y,clean_audio,vowel-e,Rohit Kumar,1.469,5.195,7.787,8.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YPqxeCMKNuMVhEg9xQPA4hD8dQC2,vowel-a_v2,20200707,y,y,clean_audio,vowel-a,Rohit Kumar,0.974,4.054,7.364,9.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YPqxeCMKNuMVhEg9xQPA4hD8dQC2,cough-shallow_v2,20200707,y,y,clean_audio,cough-shallow,Rohit Kumar,1.316,1.687,2.454,2.971,,3.208,3.634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YR33hHou5PgrLYv2L1mLzHE4na12,counting-fast_v2,20200707,y,y,clean_audio,counting-fast,Rohit Kumar,0.784,6.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YR33hHou5PgrLYv2L1mLzHE4na12,counting-normal_v2,20200707,y,y,clean_audio,counting-normal,Rohit Kumar,0.635,5.292,5.728,10.685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YR33hHou5PgrLYv2L1mLzHE4na12,vowel-o_v2,20200707,y,y,clean_audio,vowel-o,Rohit Kumar,1.105,9.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YR33hHou5PgrLYv2L1mLzHE4na12,breathing-shallow_v2,20200707,y,y,clean_audio,breathing-shallow,Rohit Kumar,0.988,1.684,1.735,2.417,,2.475,3.308,3.359,3.99,4.077,4.969,5.042,5.774,5.904,6.753,6.869,7.558,7.696,8.551,8.674,9.284,,,,,,,,,,,,,,,,,,,,,,
YR33hHou5PgrLYv2L1mLzHE4na12,breathing-deep_v2,20200707,y,y,clean_audio,breathing-deep,Rohit Kumar,1.462,3.002,3.133,5.016,,5.393,7.211,7.392,9.259,9.701,11.208,11.454,13.19,13.6,15.156,15.451,17.203,17.842,21.249,,,,,,,,,,,,,,,,,,,,,,,,
YR33hHou5PgrLYv2L1mLzHE4na12,cough-heavy_v2,20200707,y,y,clean_audio,cough-heavy,Rohit Kumar,1.158,1.642,2.172,3.152,,4.628,5.089,5.693,6.16,6.303,6.781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YR33hHou5PgrLYv2L1mLzHE4na12,cough-shallow_v2,20200707,y,y,clean_audio,cough-shallow,Rohit Kumar,1.082,1.757,2.583,3.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YR33hHou5PgrLYv2L1mLzHE4na12,vowel-a_v2,20200707,y,y,clean_audio,vowel-a,Rohit Kumar,1.602,11.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YR33hHou5PgrLYv2L1mLzHE4na12,vowel-e_v2,20200707,y,y,clean_audio,vowel-e,Rohit Kumar,1.078,11.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YRiIODBG3RXPbDttwztMhsXg1rv2,breathing-shallow_v2,20200820,n,y,clean_audio,breathing-shallow,Rohit Kumar,2.012,4.949,5.577,7.148,,8.214,9.348,9.785,10.304,10.645,11.793,12.353,14.771,14.949,16.083,16.957,17.831,,,,,,,,,,,,,,,,,,,,,,,,,,
YRiIODBG3RXPbDttwztMhsXg1rv2,breathing-deep_v2,20200820,y,y,clean_audio,breathing-deep,Rohit Kumar,1.083,3.811,3.978,6.495,,6.829,9.012,9.19,11.495,11.818,12.709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YRiIODBG3RXPbDttwztMhsXg1rv2,cough-heavy_v2,20200820,y,y,clean_audio,cough-heavy,Rohit Kumar,1.964,2.75,3.741,4.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YRiIODBG3RXPbDttwztMhsXg1rv2,vowel-e_v2,20200820,y,y,clean_audio,vowel-e,Rohit Kumar,1.324,8.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YRiIODBG3RXPbDttwztMhsXg1rv2,vowel-a_v2,20200820,y,y,clean_audio,vowel-a,Rohit Kumar,1.515,6.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YRiIODBG3RXPbDttwztMhsXg1rv2,vowel-o_v2,20200820,y,y,clean_audio,vowel-o,Rohit Kumar,2.061,6.237,7.208,12.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YRiIODBG3RXPbDttwztMhsXg1rv2,cough-shallow_v2,20200820,y,y,clean_audio,cough-shallow,Rohit Kumar,1.112,1.939,2.814,3.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YRiIODBG3RXPbDttwztMhsXg1rv2,counting-normal_v2,20200820,y,y,clean_audio,counting-normal,Rohit Kumar,1.11,14.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YRiIODBG3RXPbDttwztMhsXg1rv2,counting-fast_v2,20200820,y,y,clean_audio,counting-fast,Rohit Kumar,1.134,9.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YgKJK1UxM6NMjfugUnV4mi50d732,cough-shallow_v2,20200803,y,y,clean_audio,cough-shallow,Rohit Kumar,2.498,3.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YgKJK1UxM6NMjfugUnV4mi50d732,cough-heavy_v2,20200803,y,y,clean_audio,cough-heavy,Rohit Kumar,1.85,2.308,3.632,4.102,,5.752,6.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YgKJK1UxM6NMjfugUnV4mi50d732,breathing-deep_v2,20200803,y,y,clean_audio,breathing-deep,Rohit Kumar,1.16,2.802,3.329,4.909,,5.659,7.726,8.091,9.996,11.029,12.691,13.441,14.92,16.217,17.514,18.244,19.905,20.594,22.155,23.046,24.992,,,,,,,,,,,,,,,,,,,,,,
YgKJK1UxM6NMjfugUnV4mi50d732,breathing-shallow_v2,20200803,y,y,clean_audio,breathing-shallow,Rohit Kumar,0.965,1.707,1.789,2.392,,2.564,3.233,3.33,3.95,4.048,4.913,4.978,5.647,5.753,6.471,6.585,7.262,7.36,7.972,8.103,8.706,8.812,9.555,9.62,10.199,,,,,,,,,,,,,,,,,,
YgKJK1UxM6NMjfugUnV4mi50d732,vowel-o_v2,20200803,y,y,clean_audio,vowel-o,Rohit Kumar,1.431,4.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YgKJK1UxM6NMjfugUnV4mi50d732,counting-normal_v2,20200803,y,y,clean_audio,counting-normal,Rohit Kumar,0.903,13.677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YgKJK1UxM6NMjfugUnV4mi50d732,counting-fast_v2,20200803,y,y,clean_audio,counting-fast,Rohit Kumar,1.158,8.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YgKJK1UxM6NMjfugUnV4mi50d732,vowel-e_v2,20200803,y,y,clean_audio,vowel-e,Rohit Kumar,1.131,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YgKJK1UxM6NMjfugUnV4mi50d732,vowel-a_v2,20200803,y,y,clean_audio,vowel-a,Rohit Kumar,1.209,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YvhPqG9MqhbjHErOmOctaNdVdJZ2,counting-fast_v2,20200814,y,y,clean_audio,counting-fast,Rohit Kumar,1.021,10.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YvhPqG9MqhbjHErOmOctaNdVdJZ2,counting-normal_v2,20200814,y,y,clean_audio,counting-normal,Rohit Kumar,1.39,2.139,2.456,3.409,,3.659,4.294,4.703,5.338,5.542,6.541,7.063,7.902,8.22,8.833,9.4,10.421,10.988,12.236,12.622,13.416,14.12,15.459,15.89,16.775,17.07,18.136,18.681,19.588,19.997,21.268,21.699,22.765,23.355,24.467,24.807,25.67,26.192,27.508,28.393,29.55,,
YvhPqG9MqhbjHErOmOctaNdVdJZ2,vowel-a_v2,20200814,y,y,clean_audio,vowel-a,Rohit Kumar,1.374,12.834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YvhPqG9MqhbjHErOmOctaNdVdJZ2,vowel-e_v2,20200814,y,y,clean_audio,vowel-e,Rohit Kumar,1.74,14.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YvhPqG9MqhbjHErOmOctaNdVdJZ2,cough-heavy_v2,20200814,y,y,clean_audio,cough-heavy,Rohit Kumar,0.807,1.582,2.168,2.904,,3.621,4.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YvhPqG9MqhbjHErOmOctaNdVdJZ2,cough-shallow_v2,20200814,y,y,clean_audio,cough-shallow,Rohit Kumar,0.778,1.092,1.421,1.753,,1.984,2.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YvhPqG9MqhbjHErOmOctaNdVdJZ2,vowel-o_v2,20200814,y,y,clean_audio,vowel-o,Rohit Kumar,1.23,12.401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YvhPqG9MqhbjHErOmOctaNdVdJZ2,breathing-shallow_v2,20200814,y,y,bad_audio,breathing-shallow,Rohit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YvhPqG9MqhbjHErOmOctaNdVdJZ2,breathing-deep_v2,20200814,y,y,bad_audio,breathing-deep,Rohit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z5Y8ewskqQWeyIFkqRKuwGz9fCv1,vowel-e_v2,20200707,y,y,clean_audio,vowel-e,Rohit Kumar,1.055,7.753,9.281,10.0,,11.34,11.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z5Y8ewskqQWeyIFkqRKuwGz9fCv1,vowel-a_v2,20200707,y,y,clean_audio,vowel-a,Rohit Kumar,1.076,6.914,9.67,11.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z5Y8ewskqQWeyIFkqRKuwGz9fCv1,counting-normal_v2,20200707,y,y,clean_audio,counting-normal,Rohit Kumar,0.791,14.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z5Y8ewskqQWeyIFkqRKuwGz9fCv1,breathing-shallow_v2,20200707,y,y,clean_audio,breathing-shallow,Rohit Kumar,1.101,2.502,3.16,3.874,,4.56,5.274,6.07,6.866,8.555,9.268,11.135,11.849,13.633,14.402,16.049,16.914,14.965,15.514,12.398,12.974,9.845,10.38,7.402,7.91,,,,,,,,,,,,,,,,,,
Z5Y8ewskqQWeyIFkqRKuwGz9fCv1,counting-fast_v2,20200707,y,y,clean_audio,counting-fast,Rohit Kumar,0.77,7.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z5Y8ewskqQWeyIFkqRKuwGz9fCv1,cough-heavy_v2,20200707,y,y,clean_audio,cough-heavy,Rohit Kumar,0.804,1.374,2.157,2.731,,3.55,4.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z5Y8ewskqQWeyIFkqRKuwGz9fCv1,cough-shallow_v2,20200707,y,y,clean_audio,cough-shallow,Rohit Kumar,0.856,1.261,1.988,2.511,,3.288,3.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z5Y8ewskqQWeyIFkqRKuwGz9fCv1,breathing-deep_v2,20200707,y,y,clean_audio,breathing-deep,Rohit Kumar,0.792,1.849,2.838,4.062,,4.85,6.242,7.5,8.69,9.328,10.501,11.86,12.715,13.637,14.996,16.236,17.192,17.997,19.171,20.144,21.166,,,,,,,,,,,,,,,,,,,,,,
Z5Y8ewskqQWeyIFkqRKuwGz9fCv1,vowel-o_v2,20200707,y,y,clean_audio,vowel-o,Rohit Kumar,0.865,6.879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z6qimRi4c2NDdPHsocMRk9IlgdH2,vowel-a_v2,20200814,y,y,clean_audio,vowel-a,Rohit Kumar,1.008,5.815,7.077,7.482,,10.023,10.671,13.6,19.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z6qimRi4c2NDdPHsocMRk9IlgdH2,vowel-e_v2,20200814,y,y,clean_audio,vowel-e,Rohit Kumar,0.941,10.627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z6qimRi4c2NDdPHsocMRk9IlgdH2,cough-shallow_v2,20200814,y,y,clean_audio,cough-shallow,Rohit Kumar,1.086,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z6qimRi4c2NDdPHsocMRk9IlgdH2,cough-heavy_v2,20200814,y,y,clean_audio,cough-heavy,Rohit Kumar,1.075,1.388,2.091,2.776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z6qimRi4c2NDdPHsocMRk9IlgdH2,breathing-deep_v2,20200814,y,y,clean_audio,breathing-deep,Rohit Kumar,0.501,3.375,3.758,4.928,,5.206,6.493,6.899,8.139,8.475,9.831,10.213,11.268,11.534,12.6,13.203,14.235,14.513,15.185,,,,,,,,,,,,,,,,,,,,,,,,
Z6qimRi4c2NDdPHsocMRk9IlgdH2,breathing-shallow_v2,20200814,y,y,clean_audio,breathing-shallow,Rohit Kumar,0.608,6.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z6qimRi4c2NDdPHsocMRk9IlgdH2,vowel-o_v2,20200814,y,y,clean_audio,vowel-o,Rohit Kumar,0.599,9.351,11.566,14.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z6qimRi4c2NDdPHsocMRk9IlgdH2,counting-normal_v2,20200814,y,y,clean_audio,counting-normal,Rohit Kumar,0.736,12.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z6qimRi4c2NDdPHsocMRk9IlgdH2,counting-fast_v2,20200814,y,y,clean_audio,counting-fast,Rohit Kumar,0.647,7.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z7ZMrrVuJKSK1JEfLQjxGXI1VTq1,vowel-e_v2,20200707,y,y,clean_audio,vowel-e,Rohit Kumar,1.644,14.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z7ZMrrVuJKSK1JEfLQjxGXI1VTq1,vowel-o_v2,20200707,y,y,clean_audio,vowel-o,Rohit Kumar,0.873,10.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z7ZMrrVuJKSK1JEfLQjxGXI1VTq1,vowel-a_v2,20200707,y,y,clean_audio,vowel-a,Rohit Kumar,1.241,17.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z7ZMrrVuJKSK1JEfLQjxGXI1VTq1,cough-shallow_v2,20200707,y,y,clean_audio,cough-shallow,Rohit Kumar,1.056,1.833,2.265,3.118,,3.55,4.432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z7ZMrrVuJKSK1JEfLQjxGXI1VTq1,cough-heavy_v2,20200707,y,y,clean_audio,cough-heavy,Rohit Kumar,1.151,2.503,3.109,4.461,,5.264,6.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z7ZMrrVuJKSK1JEfLQjxGXI1VTq1,breathing-deep_v2,20200707,y,y,clean_audio,breathing-deep,Rohit Kumar,0.589,1.604,2.085,2.97,,4.037,6.822,7.252,8.553,8.983,9.92,10.622,11.768,12.314,13.056,13.928,15.034,15.503,16.622,,,,,,,,,,,,,,,,,,,,,,,,
Z7ZMrrVuJKSK1JEfLQjxGXI1VTq1,breathing-shallow_v2,20200707,y,y,clean_audio,breathing-shallow,Rohit Kumar,1.512,1.959,2.314,2.656,,3.041,3.321,4.464,4.825,5.944,6.273,7.516,7.821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z7ZMrrVuJKSK1JEfLQjxGXI1VTq1,counting-normal_v2,20200707,y,y,clean_audio,counting-normal,Rohit Kumar,0.716,13.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z7ZMrrVuJKSK1JEfLQjxGXI1VTq1,counting-fast_v2,20200707,y,y,clean_audio,counting-fast,Rohit Kumar,0.598,8.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZThKb36K24N2UGu9fRqjlpp27da2,counting-fast_v2,20200525,y,y,clean_audio,counting-fast,Rohit Kumar,0.958,9.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
