id,recording,vol,cont,quality,stage,clean,comments
NkibhMc8cVQQq1cj4RSU3NkkMW33,cough-shallow,y,y,noisy_audio,cough-shallow,,
NkibhMc8cVQQq1cj4RSU3NkkMW33,breathing-deep,y,n,clean_audio,breathing-deep,,
NkibhMc8cVQQq1cj4RSU3NkkMW33,counting-normal,y,y,noisy_audio,counting-normal,,
NkibhMc8cVQQq1cj4RSU3NkkMW33,breathing-shallow,y,y,noisy_audio,breathing-shallow,,
NkibhMc8cVQQq1cj4RSU3NkkMW33,vowel-a,y,y,clean_audio,vowel-a,,
NkibhMc8cVQQq1cj4RSU3NkkMW33,cough-heavy,y,y,noisy_audio,cough-shallow,,
NkibhMc8cVQQq1cj4RSU3NkkMW33,counting-fast,y,y,noisy_audio,counting-fast,,
hte8VptUoGVFEqvHpbh5brgfcNP2,vowel-o,y,y,bad_audio,vowel-o,,said the word
hte8VptUoGVFEqvHpbh5brgfcNP2,vowel-e,y,y,bad_audio,vowel-e,,said the word
hte8VptUoGVFEqvHpbh5brgfcNP2,cough-shallow,y,y,noisy_audio,cough-shallow,,
hte8VptUoGVFEqvHpbh5brgfcNP2,breathing-deep,y,y,noisy_audio,breathing-shallow,,
hte8VptUoGVFEqvHpbh5brgfcNP2,counting-normal,y,y,noisy_audio,counting-normal,,
hte8VptUoGVFEqvHpbh5brgfcNP2,breathing-shallow,y,y,noisy_audio,breathing-shallow,,
hte8VptUoGVFEqvHpbh5brgfcNP2,vowel-a,y,y,bad_audio,vowel-a,,Not saying /a/
hte8VptUoGVFEqvHpbh5brgfcNP2,cough-heavy,y,y,noisy_audio,cough-heavy,,
hte8VptUoGVFEqvHpbh5brgfcNP2,counting-fast,y,y,clean_audio,counting-fast,,
UJqJesZ2UHZm7YnsQZkzNzXdoFC2,vowel-o,y,y,clean_audio,vowel-o,,
UJqJesZ2UHZm7YnsQZkzNzXdoFC2,vowel-e,y,y,clean_audio,vowel-e,,
UJqJesZ2UHZm7YnsQZkzNzXdoFC2,cough-shallow,y,y,clean_audio,cough-shallow,,
UJqJesZ2UHZm7YnsQZkzNzXdoFC2,breathing-deep,y,y,clean_audio,breathing-deep,,
UJqJesZ2UHZm7YnsQZkzNzXdoFC2,counting-normal,y,y,clean_audio,counting-normal,,
UJqJesZ2UHZm7YnsQZkzNzXdoFC2,breathing-shallow,y,y,clean_audio,breathing-shallow,,
UJqJesZ2UHZm7YnsQZkzNzXdoFC2,vowel-a,y,y,clean_audio,vowel-a,,
UJqJesZ2UHZm7YnsQZkzNzXdoFC2,cough-heavy,y,y,clean_audio,cough-heavy,,
UJqJesZ2UHZm7YnsQZkzNzXdoFC2,counting-fast,y,y,clean_audio,counting-fast,,
kus7obTENSPvUNbwD2yi6vUi0x23,vowel-o,y,y,clean_audio,vowel-o,,
kus7obTENSPvUNbwD2yi6vUi0x23,vowel-e,y,y,clean_audio,vowel-e,,
kus7obTENSPvUNbwD2yi6vUi0x23,cough-shallow,y,y,clean_audio,cough-shallow,,
kus7obTENSPvUNbwD2yi6vUi0x23,breathing-deep,y,y,clean_audio,breathing-deep,,
kus7obTENSPvUNbwD2yi6vUi0x23,counting-normal,y,y,clean_audio,counting-normal,,
kus7obTENSPvUNbwD2yi6vUi0x23,breathing-shallow,y,y,clean_audio,breathing-shallow,,
kus7obTENSPvUNbwD2yi6vUi0x23,vowel-a,y,y,clean_audio,vowel-a,,
kus7obTENSPvUNbwD2yi6vUi0x23,cough-heavy,y,y,clean_audio,cough-heavy,,
kus7obTENSPvUNbwD2yi6vUi0x23,counting-fast,y,y,clean_audio,counting-fast,,
qpCGgfO05mWt67NzsFBKWJ5ZF1U2,vowel-o,y,y,clean_audio,vowel-o,,
qpCGgfO05mWt67NzsFBKWJ5ZF1U2,vowel-e,y,y,clean_audio,vowel-e,,
qpCGgfO05mWt67NzsFBKWJ5ZF1U2,cough-shallow,y,y,clean_audio,cough-shallow,,
qpCGgfO05mWt67NzsFBKWJ5ZF1U2,breathing-deep,y,y,clean_audio,breathing-deep,,
qpCGgfO05mWt67NzsFBKWJ5ZF1U2,counting-normal,y,y,clean_audio,counting-normal,,
qpCGgfO05mWt67NzsFBKWJ5ZF1U2,breathing-shallow,y,y,clean_audio,breathing-shallow,,
qpCGgfO05mWt67NzsFBKWJ5ZF1U2,vowel-a,y,y,clean_audio,vowel-a,,
qpCGgfO05mWt67NzsFBKWJ5ZF1U2,cough-heavy,y,y,clean_audio,cough-heavy,,
qpCGgfO05mWt67NzsFBKWJ5ZF1U2,counting-fast,y,y,clean_audio,counting-fast,,
ki8Scyp1FRUOGvhgpjYjYFgx0gp1,vowel-o,y,y,clean_audio,vowel-o,,
ki8Scyp1FRUOGvhgpjYjYFgx0gp1,vowel-e,y,y,clean_audio,vowel-e,,
ki8Scyp1FRUOGvhgpjYjYFgx0gp1,cough-shallow,y,y,clean_audio,cough-shallow,,
ki8Scyp1FRUOGvhgpjYjYFgx0gp1,breathing-deep,y,y,clean_audio,breathing-deep,,
ki8Scyp1FRUOGvhgpjYjYFgx0gp1,counting-normal,y,y,clean_audio,counting-normal,,
ki8Scyp1FRUOGvhgpjYjYFgx0gp1,breathing-shallow,y,y,clean_audio,breathing-shallow,,
ki8Scyp1FRUOGvhgpjYjYFgx0gp1,vowel-a,y,y,clean_audio,vowel-a,,
ki8Scyp1FRUOGvhgpjYjYFgx0gp1,cough-heavy,y,y,clean_audio,cough-heavy,,
ki8Scyp1FRUOGvhgpjYjYFgx0gp1,counting-fast,y,y,clean_audio,counting-fast,,
lRTZkLVfotSCNqqchfmOZo4Zc1o2,vowel-o,y,y,clean_audio,vowel-o,,
lRTZkLVfotSCNqqchfmOZo4Zc1o2,vowel-e,y,y,clean_audio,vowel-e,,
lRTZkLVfotSCNqqchfmOZo4Zc1o2,cough-shallow,y,y,clean_audio,cough-shallow,,
lRTZkLVfotSCNqqchfmOZo4Zc1o2,breathing-deep,y,y,clean_audio,breathing-deep,,
lRTZkLVfotSCNqqchfmOZo4Zc1o2,counting-normal,y,y,clean_audio,counting-normal,,
lRTZkLVfotSCNqqchfmOZo4Zc1o2,breathing-shallow,y,y,clean_audio,breathing-shallow,,
lRTZkLVfotSCNqqchfmOZo4Zc1o2,vowel-a,y,y,clean_audio,vowel-a,,
lRTZkLVfotSCNqqchfmOZo4Zc1o2,cough-heavy,y,y,clean_audio,cough-heavy,,
lRTZkLVfotSCNqqchfmOZo4Zc1o2,counting-fast,y,y,clean_audio,counting-fast,,
qf3n0FsFJkfsUbOFngrrxDd5x7m1,vowel-o,y,y,clean_audio,vowel-o,,
qf3n0FsFJkfsUbOFngrrxDd5x7m1,vowel-e,y,y,clean_audio,vowel-e,,
qf3n0FsFJkfsUbOFngrrxDd5x7m1,cough-shallow,y,y,clean_audio,cough-shallow,,
qf3n0FsFJkfsUbOFngrrxDd5x7m1,breathing-deep,y,y,clean_audio,breathing-deep,,
qf3n0FsFJkfsUbOFngrrxDd5x7m1,counting-normal,y,y,clean_audio,counting-normal,,
qf3n0FsFJkfsUbOFngrrxDd5x7m1,breathing-shallow,y,y,clean_audio,breathing-shallow,,
qf3n0FsFJkfsUbOFngrrxDd5x7m1,vowel-a,y,y,clean_audio,vowel-a,,
qf3n0FsFJkfsUbOFngrrxDd5x7m1,cough-heavy,y,y,clean_audio,cough-heavy,,
qf3n0FsFJkfsUbOFngrrxDd5x7m1,counting-fast,y,y,clean_audio,counting-fast,,
LBNOC0NrwANadd7m4SVO9cT0dyH2,vowel-o,y,y,clean_audio,vowel-o,,
LBNOC0NrwANadd7m4SVO9cT0dyH2,vowel-e,y,y,clean_audio,vowel-e,,
LBNOC0NrwANadd7m4SVO9cT0dyH2,cough-shallow,y,y,clean_audio,cough-shallow,,
LBNOC0NrwANadd7m4SVO9cT0dyH2,breathing-deep,y,y,clean_audio,breathing-deep,,
LBNOC0NrwANadd7m4SVO9cT0dyH2,counting-normal,y,y,clean_audio,counting-normal,,
LBNOC0NrwANadd7m4SVO9cT0dyH2,breathing-shallow,y,y,noisy_audio,breathing-shallow,,
LBNOC0NrwANadd7m4SVO9cT0dyH2,vowel-a,y,y,clean_audio,vowel-a,,
LBNOC0NrwANadd7m4SVO9cT0dyH2,cough-heavy,y,y,clean_audio,cough-heavy,,
LBNOC0NrwANadd7m4SVO9cT0dyH2,counting-fast,y,y,clean_audio,counting-fast,,
ywGZDcK06JdLH3XuSOVMKASD8ex2,vowel-o,y,y,clean_audio,vowel-o,,
ywGZDcK06JdLH3XuSOVMKASD8ex2,vowel-e,y,y,clean_audio,vowel-e,,
ywGZDcK06JdLH3XuSOVMKASD8ex2,cough-shallow,y,y,clean_audio,cough-shallow,,
ywGZDcK06JdLH3XuSOVMKASD8ex2,breathing-deep,y,y,clean_audio,breathing-deep,,
ywGZDcK06JdLH3XuSOVMKASD8ex2,counting-normal,y,y,clean_audio,counting-normal,,
ywGZDcK06JdLH3XuSOVMKASD8ex2,breathing-shallow,y,y,clean_audio,breathing-shallow,,
ywGZDcK06JdLH3XuSOVMKASD8ex2,vowel-a,y,y,clean_audio,vowel-a,,
ywGZDcK06JdLH3XuSOVMKASD8ex2,cough-heavy,y,y,clean_audio,cough-heavy,,
ywGZDcK06JdLH3XuSOVMKASD8ex2,counting-fast,y,y,clean_audio,counting-fast,,
t2pbxfq394a4oOVoHrwbiUFV85G2,vowel-o,y,y,clean_audio,vowel-o,,
t2pbxfq394a4oOVoHrwbiUFV85G2,vowel-e,y,y,clean_audio,vowel-e,,
t2pbxfq394a4oOVoHrwbiUFV85G2,cough-shallow,y,y,clean_audio,cough-shallow,,
t2pbxfq394a4oOVoHrwbiUFV85G2,breathing-deep,y,y,clean_audio,breathing-deep,,
t2pbxfq394a4oOVoHrwbiUFV85G2,counting-normal,y,y,clean_audio,counting-normal,,
t2pbxfq394a4oOVoHrwbiUFV85G2,breathing-shallow,y,y,clean_audio,breathing-shallow,,
t2pbxfq394a4oOVoHrwbiUFV85G2,vowel-a,y,y,clean_audio,vowel-a,,
t2pbxfq394a4oOVoHrwbiUFV85G2,cough-heavy,y,y,clean_audio,cough-heavy,,
t2pbxfq394a4oOVoHrwbiUFV85G2,counting-fast,y,y,clean_audio,counting-fast,,
NZ7eJVaMFDMMhpOKZ1ztgkr3fVO2,vowel-o,y,y,noisy_audio,vowel-o,,
NZ7eJVaMFDMMhpOKZ1ztgkr3fVO2,vowel-e,y,n,bad_audio,vowel-e,,
NZ7eJVaMFDMMhpOKZ1ztgkr3fVO2,cough-shallow,y,y,clean_audio,cough-heavy,,
NZ7eJVaMFDMMhpOKZ1ztgkr3fVO2,breathing-deep,y,y,noisy_audio,breathing-deep,,
NZ7eJVaMFDMMhpOKZ1ztgkr3fVO2,counting-normal,y,y,clean_audio,counting-normal,,
NZ7eJVaMFDMMhpOKZ1ztgkr3fVO2,breathing-shallow,y,y,clean_audio,breathing-shallow,,
NZ7eJVaMFDMMhpOKZ1ztgkr3fVO2,vowel-a,y,y,noisy_audio,vowel-a,,
NZ7eJVaMFDMMhpOKZ1ztgkr3fVO2,cough-heavy,y,y,clean_audio,cough-heavy,,
NZ7eJVaMFDMMhpOKZ1ztgkr3fVO2,counting-fast,y,y,noisy_audio,counting-fast,,
vwqgm68Z4gZ9T5Ry9T4u8tYsJxn2,vowel-o,y,y,clean_audio,vowel-o,,
vwqgm68Z4gZ9T5Ry9T4u8tYsJxn2,vowel-e,y,y,clean_audio,vowel-e,,
vwqgm68Z4gZ9T5Ry9T4u8tYsJxn2,cough-shallow,y,y,clean_audio,cough-shallow,,
vwqgm68Z4gZ9T5Ry9T4u8tYsJxn2,breathing-deep,y,y,clean_audio,breathing-deep,,
vwqgm68Z4gZ9T5Ry9T4u8tYsJxn2,counting-normal,y,y,clean_audio,counting-normal,,
vwqgm68Z4gZ9T5Ry9T4u8tYsJxn2,breathing-shallow,n,y,clean_audio,breathing-shallow,,no audio
vwqgm68Z4gZ9T5Ry9T4u8tYsJxn2,vowel-a,y,y,clean_audio,vowel-a,,
vwqgm68Z4gZ9T5Ry9T4u8tYsJxn2,cough-heavy,y,y,clean_audio,cough-heavy,,
vwqgm68Z4gZ9T5Ry9T4u8tYsJxn2,counting-fast,y,y,clean_audio,counting-fast,,
ARnHOwUIKyfpC9ryG6AqrTcksmq1,vowel-o,y,y,clean_audio,vowel-o,,
ARnHOwUIKyfpC9ryG6AqrTcksmq1,vowel-e,y,y,clean_audio,vowel-e,,
ARnHOwUIKyfpC9ryG6AqrTcksmq1,cough-shallow,y,y,clean_audio,cough-shallow,,
ARnHOwUIKyfpC9ryG6AqrTcksmq1,breathing-deep,y,y,clean_audio,breathing-deep,,
ARnHOwUIKyfpC9ryG6AqrTcksmq1,counting-normal,y,y,clean_audio,counting-normal,,
ARnHOwUIKyfpC9ryG6AqrTcksmq1,breathing-shallow,y,y,clean_audio,breathing-shallow,,
ARnHOwUIKyfpC9ryG6AqrTcksmq1,vowel-a,y,y,clean_audio,vowel-a,,
ARnHOwUIKyfpC9ryG6AqrTcksmq1,cough-heavy,y,y,clean_audio,cough-heavy,,
ARnHOwUIKyfpC9ryG6AqrTcksmq1,counting-fast,y,y,clean_audio,counting-fast,,
gdMY0DOvz8QrFltj0X4Ez0PpsHS2,vowel-o,y,y,clean_audio,vowel-o,,
gdMY0DOvz8QrFltj0X4Ez0PpsHS2,vowel-e,y,y,clean_audio,vowel-e,,
gdMY0DOvz8QrFltj0X4Ez0PpsHS2,cough-shallow,y,y,clean_audio,cough-shallow,,
gdMY0DOvz8QrFltj0X4Ez0PpsHS2,breathing-deep,y,y,clean_audio,breathing-deep,,
gdMY0DOvz8QrFltj0X4Ez0PpsHS2,counting-normal,y,y,clean_audio,counting-normal,,
gdMY0DOvz8QrFltj0X4Ez0PpsHS2,breathing-shallow,y,y,clean_audio,breathing-shallow,,
gdMY0DOvz8QrFltj0X4Ez0PpsHS2,vowel-a,y,y,clean_audio,vowel-a,,
gdMY0DOvz8QrFltj0X4Ez0PpsHS2,cough-heavy,y,y,clean_audio,cough-heavy,,
gdMY0DOvz8QrFltj0X4Ez0PpsHS2,counting-fast,y,y,clean_audio,counting-fast,,
pUOk49eAwAcbHBwdL3OldmF1iHd2,vowel-o,y,y,clean_audio,vowel-o,,
pUOk49eAwAcbHBwdL3OldmF1iHd2,vowel-e,y,y,clean_audio,vowel-e,,
pUOk49eAwAcbHBwdL3OldmF1iHd2,cough-shallow,y,y,clean_audio,cough-shallow,,
pUOk49eAwAcbHBwdL3OldmF1iHd2,breathing-deep,y,y,clean_audio,breathing-deep,,
pUOk49eAwAcbHBwdL3OldmF1iHd2,counting-normal,y,y,clean_audio,counting-normal,,
pUOk49eAwAcbHBwdL3OldmF1iHd2,breathing-shallow,n,y,clean_audio,breathing-shallow,,volume is very low
pUOk49eAwAcbHBwdL3OldmF1iHd2,vowel-a,y,y,clean_audio,vowel-a,,
pUOk49eAwAcbHBwdL3OldmF1iHd2,cough-heavy,y,y,clean_audio,cough-heavy,,
pUOk49eAwAcbHBwdL3OldmF1iHd2,counting-fast,y,y,clean_audio,counting-fast,,
W1c56dgBsoe34ilAX8vAZs8tNcX2,vowel-o,y,y,clean_audio,vowel-o,,
W1c56dgBsoe34ilAX8vAZs8tNcX2,vowel-e,y,y,clean_audio,vowel-e,,
W1c56dgBsoe34ilAX8vAZs8tNcX2,cough-shallow,y,y,clean_audio,cough-shallow,,
W1c56dgBsoe34ilAX8vAZs8tNcX2,breathing-deep,y,y,clean_audio,breathing-deep,,
W1c56dgBsoe34ilAX8vAZs8tNcX2,counting-normal,y,y,clean_audio,counting-normal,,
W1c56dgBsoe34ilAX8vAZs8tNcX2,breathing-shallow,y,y,clean_audio,breathing-shallow,,
W1c56dgBsoe34ilAX8vAZs8tNcX2,vowel-a,y,y,clean_audio,vowel-a,,
W1c56dgBsoe34ilAX8vAZs8tNcX2,cough-heavy,y,y,clean_audio,cough-heavy,,
W1c56dgBsoe34ilAX8vAZs8tNcX2,counting-fast,y,y,clean_audio,counting-fast,,
gHDyWKwAjxPkdxg4hh1hElbzbbR2,vowel-o,y,y,clean_audio,vowel-o,,
gHDyWKwAjxPkdxg4hh1hElbzbbR2,vowel-e,y,y,clean_audio,vowel-e,,
gHDyWKwAjxPkdxg4hh1hElbzbbR2,cough-shallow,y,y,clean_audio,cough-shallow,,
gHDyWKwAjxPkdxg4hh1hElbzbbR2,breathing-deep,y,y,clean_audio,breathing-deep,,
gHDyWKwAjxPkdxg4hh1hElbzbbR2,counting-normal,y,y,clean_audio,counting-normal,,
gHDyWKwAjxPkdxg4hh1hElbzbbR2,breathing-shallow,y,y,clean_audio,breathing-shallow,,
gHDyWKwAjxPkdxg4hh1hElbzbbR2,vowel-a,y,y,clean_audio,vowel-a,,
gHDyWKwAjxPkdxg4hh1hElbzbbR2,cough-heavy,y,y,clean_audio,cough-heavy,,
gHDyWKwAjxPkdxg4hh1hElbzbbR2,counting-fast,y,y,clean_audio,counting-fast,,
cV9R1idnuDfxw4jmzpA7Sj94O5J3,vowel-o,y,y,clean_audio,vowel-o,,
cV9R1idnuDfxw4jmzpA7Sj94O5J3,vowel-e,y,y,clean_audio,vowel-e,,
cV9R1idnuDfxw4jmzpA7Sj94O5J3,cough-shallow,y,y,clean_audio,cough-shallow,,
cV9R1idnuDfxw4jmzpA7Sj94O5J3,breathing-deep,y,y,clean_audio,breathing-deep,,
cV9R1idnuDfxw4jmzpA7Sj94O5J3,counting-normal,y,y,clean_audio,counting-normal,,
cV9R1idnuDfxw4jmzpA7Sj94O5J3,breathing-shallow,y,y,clean_audio,breathing-shallow,,
cV9R1idnuDfxw4jmzpA7Sj94O5J3,vowel-a,y,y,clean_audio,vowel-a,,
cV9R1idnuDfxw4jmzpA7Sj94O5J3,cough-heavy,y,y,clean_audio,cough-heavy,,
cV9R1idnuDfxw4jmzpA7Sj94O5J3,counting-fast,y,y,clean_audio,counting-fast,,
VOj0YLhyFhRIvXu1YYcWHVa8esT2,vowel-o,y,y,clean_audio,vowel-o,,
VOj0YLhyFhRIvXu1YYcWHVa8esT2,vowel-e,y,y,clean_audio,vowel-e,,
VOj0YLhyFhRIvXu1YYcWHVa8esT2,cough-shallow,y,y,clean_audio,cough-shallow,,
VOj0YLhyFhRIvXu1YYcWHVa8esT2,breathing-deep,y,y,clean_audio,breathing-deep,,
VOj0YLhyFhRIvXu1YYcWHVa8esT2,counting-normal,y,y,clean_audio,counting-normal,,
VOj0YLhyFhRIvXu1YYcWHVa8esT2,breathing-shallow,y,y,clean_audio,breathing-shallow,,
VOj0YLhyFhRIvXu1YYcWHVa8esT2,vowel-a,y,y,clean_audio,vowel-a,,
VOj0YLhyFhRIvXu1YYcWHVa8esT2,cough-heavy,y,y,clean_audio,cough-heavy,,
VOj0YLhyFhRIvXu1YYcWHVa8esT2,counting-fast,y,y,clean_audio,counting-fast,,
vulAApAIpgcosLjfJtaN7Rrp2jo2,vowel-o,y,y,clean_audio,vowel-o,,
vulAApAIpgcosLjfJtaN7Rrp2jo2,vowel-e,y,y,clean_audio,vowel-e,,
vulAApAIpgcosLjfJtaN7Rrp2jo2,cough-shallow,y,y,clean_audio,cough-shallow,,
vulAApAIpgcosLjfJtaN7Rrp2jo2,breathing-deep,y,y,clean_audio,breathing-deep,,
vulAApAIpgcosLjfJtaN7Rrp2jo2,counting-normal,y,y,clean_audio,counting-normal,,
vulAApAIpgcosLjfJtaN7Rrp2jo2,breathing-shallow,y,y,clean_audio,breathing-shallow,,
vulAApAIpgcosLjfJtaN7Rrp2jo2,vowel-a,y,y,clean_audio,vowel-a,,
vulAApAIpgcosLjfJtaN7Rrp2jo2,cough-heavy,y,y,clean_audio,cough-heavy,,
vulAApAIpgcosLjfJtaN7Rrp2jo2,counting-fast,y,y,clean_audio,counting-fast,,
xa2v8z3Yzgb9dFrq2gEZz6oS7fh1,vowel-o,y,y,clean_audio,vowel-o,,
xa2v8z3Yzgb9dFrq2gEZz6oS7fh1,vowel-e,y,y,clean_audio,vowel-e,,
xa2v8z3Yzgb9dFrq2gEZz6oS7fh1,cough-shallow,y,y,clean_audio,cough-shallow,,
xa2v8z3Yzgb9dFrq2gEZz6oS7fh1,breathing-deep,y,y,clean_audio,breathing-deep,,
xa2v8z3Yzgb9dFrq2gEZz6oS7fh1,counting-normal,y,y,clean_audio,counting-normal,,
xa2v8z3Yzgb9dFrq2gEZz6oS7fh1,breathing-shallow,y,y,clean_audio,breathing-shallow,,
xa2v8z3Yzgb9dFrq2gEZz6oS7fh1,vowel-a,y,y,clean_audio,vowel-a,,
xa2v8z3Yzgb9dFrq2gEZz6oS7fh1,cough-heavy,y,y,clean_audio,cough-heavy,,
xa2v8z3Yzgb9dFrq2gEZz6oS7fh1,counting-fast,y,y,clean_audio,counting-fast,,
PlsyeCq5jHO4E70iZHfrfHSqSJu2,vowel-o,y,y,clean_audio,vowel-o,,
PlsyeCq5jHO4E70iZHfrfHSqSJu2,vowel-e,y,y,clean_audio,vowel-e,,
PlsyeCq5jHO4E70iZHfrfHSqSJu2,cough-shallow,y,y,clean_audio,cough-shallow,,
PlsyeCq5jHO4E70iZHfrfHSqSJu2,breathing-deep,y,y,clean_audio,breathing-deep,,
PlsyeCq5jHO4E70iZHfrfHSqSJu2,counting-normal,y,y,clean_audio,counting-normal,,
PlsyeCq5jHO4E70iZHfrfHSqSJu2,breathing-shallow,y,y,clean_audio,breathing-shallow,,
PlsyeCq5jHO4E70iZHfrfHSqSJu2,vowel-a,y,y,clean_audio,vowel-a,,
PlsyeCq5jHO4E70iZHfrfHSqSJu2,cough-heavy,y,y,clean_audio,cough-heavy,,
PlsyeCq5jHO4E70iZHfrfHSqSJu2,counting-fast,y,y,clean_audio,counting-fast,,
pnoznkafNcbciLGFDaDsiyKzf4W2,vowel-o,y,y,clean_audio,vowel-o,,
pnoznkafNcbciLGFDaDsiyKzf4W2,vowel-e,y,y,clean_audio,vowel-e,,
pnoznkafNcbciLGFDaDsiyKzf4W2,cough-shallow,y,y,clean_audio,cough-shallow,,
pnoznkafNcbciLGFDaDsiyKzf4W2,breathing-deep,y,y,clean_audio,breathing-deep,,
pnoznkafNcbciLGFDaDsiyKzf4W2,counting-normal,y,y,clean_audio,counting-normal,,
pnoznkafNcbciLGFDaDsiyKzf4W2,breathing-shallow,y,y,clean_audio,breathing-shallow,,
pnoznkafNcbciLGFDaDsiyKzf4W2,vowel-a,y,y,clean_audio,vowel-a,,
pnoznkafNcbciLGFDaDsiyKzf4W2,cough-heavy,y,y,clean_audio,cough-heavy,,
pnoznkafNcbciLGFDaDsiyKzf4W2,counting-fast,y,y,clean_audio,counting-fast,,
JdsUKe6JKBdfU7NZC6KeU0z2xKh1,vowel-o,y,y,clean_audio,vowel-o,,
JdsUKe6JKBdfU7NZC6KeU0z2xKh1,vowel-e,y,y,clean_audio,vowel-e,,
JdsUKe6JKBdfU7NZC6KeU0z2xKh1,cough-shallow,y,y,clean_audio,cough-shallow,,
JdsUKe6JKBdfU7NZC6KeU0z2xKh1,breathing-deep,y,y,clean_audio,breathing-deep,,
JdsUKe6JKBdfU7NZC6KeU0z2xKh1,counting-normal,y,y,clean_audio,counting-normal,,
JdsUKe6JKBdfU7NZC6KeU0z2xKh1,breathing-shallow,y,y,clean_audio,breathing-shallow,,
JdsUKe6JKBdfU7NZC6KeU0z2xKh1,vowel-a,y,y,clean_audio,vowel-a,,
JdsUKe6JKBdfU7NZC6KeU0z2xKh1,cough-heavy,y,y,clean_audio,cough-heavy,,
JdsUKe6JKBdfU7NZC6KeU0z2xKh1,counting-fast,y,y,clean_audio,counting-fast,,
hP0R5MMdSNThSMZ7TNLjU7sxyws1,vowel-o,y,y,clean_audio,vowel-o,,
hP0R5MMdSNThSMZ7TNLjU7sxyws1,vowel-e,y,y,clean_audio,vowel-e,,
hP0R5MMdSNThSMZ7TNLjU7sxyws1,cough-shallow,y,y,clean_audio,cough-shallow,,
hP0R5MMdSNThSMZ7TNLjU7sxyws1,breathing-deep,y,y,clean_audio,breathing-deep,,
hP0R5MMdSNThSMZ7TNLjU7sxyws1,counting-normal,y,y,clean_audio,counting-normal,,
hP0R5MMdSNThSMZ7TNLjU7sxyws1,breathing-shallow,y,y,clean_audio,breathing-shallow,,
hP0R5MMdSNThSMZ7TNLjU7sxyws1,vowel-a,y,y,clean_audio,vowel-a,,
hP0R5MMdSNThSMZ7TNLjU7sxyws1,cough-heavy,y,y,clean_audio,cough-heavy,,
hP0R5MMdSNThSMZ7TNLjU7sxyws1,counting-fast,y,y,clean_audio,counting-fast,,
GrE7GAhI8UUX1BK0QHOBGLvOQJb2,vowel-o,y,y,clean_audio,vowel-o,,
GrE7GAhI8UUX1BK0QHOBGLvOQJb2,vowel-e,y,y,clean_audio,vowel-e,,
GrE7GAhI8UUX1BK0QHOBGLvOQJb2,cough-shallow,y,y,clean_audio,cough-shallow,,
GrE7GAhI8UUX1BK0QHOBGLvOQJb2,breathing-deep,y,y,clean_audio,breathing-deep,,
GrE7GAhI8UUX1BK0QHOBGLvOQJb2,counting-normal,y,y,clean_audio,counting-normal,,
GrE7GAhI8UUX1BK0QHOBGLvOQJb2,breathing-shallow,y,y,clean_audio,breathing-shallow,,
GrE7GAhI8UUX1BK0QHOBGLvOQJb2,vowel-a,y,y,clean_audio,vowel-a,,
GrE7GAhI8UUX1BK0QHOBGLvOQJb2,cough-heavy,y,y,clean_audio,cough-heavy,,
GrE7GAhI8UUX1BK0QHOBGLvOQJb2,counting-fast,y,y,clean_audio,counting-fast,,
DRBAZX64nuVtqBQf13gH7r36Mh52,vowel-o,y,y,clean_audio,vowel-o,,
DRBAZX64nuVtqBQf13gH7r36Mh52,vowel-e,y,y,clean_audio,vowel-e,,
DRBAZX64nuVtqBQf13gH7r36Mh52,cough-shallow,y,y,clean_audio,cough-shallow,,
DRBAZX64nuVtqBQf13gH7r36Mh52,breathing-deep,y,y,clean_audio,breathing-deep,,
DRBAZX64nuVtqBQf13gH7r36Mh52,counting-normal,y,y,clean_audio,counting-normal,,
DRBAZX64nuVtqBQf13gH7r36Mh52,breathing-shallow,y,y,clean_audio,breathing-shallow,,
DRBAZX64nuVtqBQf13gH7r36Mh52,vowel-a,y,y,clean_audio,vowel-a,,
DRBAZX64nuVtqBQf13gH7r36Mh52,cough-heavy,y,y,clean_audio,cough-heavy,,
DRBAZX64nuVtqBQf13gH7r36Mh52,counting-fast,y,y,clean_audio,counting-fast,,
YiFpl4utCGTCGxQHqjYMOUgKlV63,vowel-o,y,y,clean_audio,vowel-o,,
YiFpl4utCGTCGxQHqjYMOUgKlV63,vowel-e,y,y,clean_audio,vowel-e,,
YiFpl4utCGTCGxQHqjYMOUgKlV63,cough-shallow,y,y,clean_audio,cough-shallow,,
YiFpl4utCGTCGxQHqjYMOUgKlV63,breathing-deep,y,y,clean_audio,breathing-deep,,
YiFpl4utCGTCGxQHqjYMOUgKlV63,counting-normal,y,y,clean_audio,counting-normal,,
YiFpl4utCGTCGxQHqjYMOUgKlV63,breathing-shallow,y,y,clean_audio,breathing-shallow,,
YiFpl4utCGTCGxQHqjYMOUgKlV63,vowel-a,y,y,clean_audio,vowel-a,,
YiFpl4utCGTCGxQHqjYMOUgKlV63,cough-heavy,y,y,clean_audio,cough-heavy,,
YiFpl4utCGTCGxQHqjYMOUgKlV63,counting-fast,y,y,clean_audio,counting-fast,,
OllJVQmVKDgnUjNCKFCP0tPlQU03,vowel-o,y,y,clean_audio,vowel-o,,
OllJVQmVKDgnUjNCKFCP0tPlQU03,vowel-e,y,y,clean_audio,vowel-e,,
OllJVQmVKDgnUjNCKFCP0tPlQU03,cough-shallow,y,y,clean_audio,cough-shallow,,
OllJVQmVKDgnUjNCKFCP0tPlQU03,breathing-deep,y,y,clean_audio,breathing-deep,,
